Film,Developer,Dilution,ASA/ISO,35mm,120,Sheet,Temp,Notes
Adox CHS 100 II,Adox CHS 100 II,D-76,stock,100,6.5,6.5,5.75,20C,
Adox CHS 100 II,Adox CHS 100 II,D-76,1+1,100,9,9,8,20C,
Adox CHS 100 II,Adox CHS 100 II,Eco Pro,1+1,100,8,8,7.25,20C,
Adox CHS 100 II,Adox CHS 100 II,FX-39,1+9,100,7.5,7.5,6.75,20C,
Adox CHS 100 II,Adox CHS 100 II,FX-39,1+19,100,13,13,11.75,20C,
Adox CHS 100 II,Adox CHS 100 II,HC-110,B,100,5.5,5.5,5,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Adox CHS 100 II,Adox CHS 100 II,HC-110,B,100,8,8,7.25,20C,Dilution B is 1+31 from concentrate
Adox CHS 100 II,Adox CHS 100 II,HC-110,D,100,7,7,6.25,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Adox CHS 100 II,Adox CHS 100 II,HC-110,E,100,9,9,8,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Adox CHS 100 II,Adox CHS 100 II,HC-110,B,200,7.5,7.5,7.5,20C,Dilution B is 1+31 from concentrate
Adox CHS 100 II,Adox CHS 100 II,HC-110,B,400,9,9,9,20C,Dilution B is 1+31 from concentrate
Adox CHS 100 II,Adox CHS 100 II,ID-11,stock,100,6.5,6.5,5.75,20C,
Adox CHS 100 II,Adox CHS 100 II,ID-11,1+1,100,9,9,8,20C,
Adox CHS 100 II,Adox CHS 100 II,Ilfotec DD-X,1+4,100,7,7,7,20C,
Adox CHS 100 II,Adox CHS 100 II,Neofin Blue,1+5,100,12,12,12,20C,
Adox CHS 100 II,Adox CHS 100 II,Neofin Blue,1+9,100,20,20,20,20C,
Adox CHS 100 II,Adox CHS 100 II,Paranol S,1+25,100,8,8,8,20C,
Adox CHS 100 II,Adox CHS 100 II,Paranol S,1+50,100,25,25,25,20C,
Adox CHS 100 II,Adox CHS 100 II,Rodinal,1+25,100,5.5,5.5,5,20C,
Adox CHS 100 II,Adox CHS 100 II,Rodinal,1+50,100,12.5,12.5,11.5,20C,
Adox CHS 100 II,Adox CHS 100 II,Rodinal,1+100,100,30,30,27,20C,"Agitation: continuous first 30 secs, then 1 inversion every 30 secs."
Adox CHS 100 II,Adox CHS 100 II,Silberra Ascorol,1+29,100,7,7,7,20C,
Adox CHS 100 II,Adox CHS 100 II,Silvermax,1+19,100,8.5,8.5,7.5,20C,
Adox CHS 100 II,Adox CHS 100 II,Silvermax,1+19,125,10,10,9,20C,
Adox CHS 100 II,Adox CHS 100 II,SPD,stock,100,6.5,6.5,6.5,20C,
Adox CHS 100 II,Adox CHS 100 II,Spur HRX,1+17,100,11,11,11,20C,
Adox CHS 100 II,Adox CHS 100 II,Spur SLD,1+20,200,13,13,13,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox CHS 100 II,Adox CHS 100 II,Spur SLD,1+7,400,15.5,15.5,15.5,24C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox CHS 100 II,Adox CHS 100 II,Spur Speed-Major,1+35,125,9,9,9,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox CHS 100 II,Adox CHS 100 II,Spur Speed-Major,1+24,200,12,12,12,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox CHS 100 II,Adox CHS 100 II,Spur Speed-Major,1+35,200,11,11,11,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox CHS 100 II,Adox CHS 100 II,Spur Speed-Major,1+14,250,13,13,13,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox CHS 100 II,Adox CHS 100 II,Spur Speed-Major,1+8,400,13,13,13,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox CHS 100 II,Adox CHS 100 II,Spur Speed-Major,1+7,500,15,15,15,20C,
Adox CHS 100 II,Adox CHS 100 II,Spur UFP,1+24,100,9,9,9,20C,
Adox CHS 100 II,Adox CHS 100 II,XT-3,1+1,100,8,8,7.25,20C,
Adox CHS 100 II,Adox CHS 100 II,Xtol,1+1,100,8,8,7.25,20C,
Adox CMS 20 II,Adox CMS 20 II,Adotech III,1+9,20,8,9,9,20C,
Adox CMS 20 II,Adox CMS 20 II,Adotech III,1+11,20,10-10.5,11-11.5,11-11.5,20C,
Adox CMS 20 II,Adox CMS 20 II,Adotech IV,1+14,3,7.5,7.5,7.5,20C,
Adox CMS 20 II,Adox CMS 20 II,Adotech IV,1+14,6,10.5-11,10.5-11,10.5-11,20C,
Adox CMS 20 II,Adox CMS 20 II,Adotech IV,1+14,10,10.5,10.5,10.5,22C,
Adox CMS 20 II,Adox CMS 20 II,Adotech IV,1+14,12,10,10,10,23C,
Adox CMS 20 II,Adox CMS 20 II,Adotech IV,1+14,20,11,11,11,20C,
Adox CMS 20 II,Adox CMS 20 II,Adotech IV,1+14,25,11,11,11,26C,
Adox CMS 20 II,Adox CMS 20 II,Atomal 49,1+2,20,6,6,6,20C,
Adox CMS 20 II,Adox CMS 20 II,Caffenol C-L,1+1,12,15,15,15,20C,"Agitation: continuous first min, then 10 secs every 3 mins."
Adox CMS 20 II,Adox CMS 20 II,Caffenol C-L,stock,20,15,15,15,20C,"Agitation: continuous first min, then 10 secs every 3 mins."
Adox CMS 20 II,Adox CMS 20 II,Caffenol LC+C,stock,20,15,15,15,20C,"Agitation: continuous first min, then 10 secs every 3 mins."
Adox CMS 20 II,Adox CMS 20 II,D-76,stock,20,8,8,8,20C,High Contrast
Adox CMS 20 II,Adox CMS 20 II,D-76,1+3,20,10.5,10.5,10.5,21C,
Adox CMS 20 II,Adox CMS 20 II,Eco Pro,stock,20,6.5,6.5,6.5,20C,
Adox CMS 20 II,Adox CMS 20 II,HC-110,G,12,60,60,60,20C,Dilution G is 1+119 from concentrate
Adox CMS 20 II,Adox CMS 20 II,HC-110,G,20,16.5,16.5,16.5,20C,Dilution G is 1+119 from concentrate
Adox CMS 20 II,Adox CMS 20 II,ID-11,stock,20,8,8,8,20C,High Contrast
Adox CMS 20 II,Adox CMS 20 II,ID-11,1+3,20,10.5,10.5,10.5,21C,
Adox CMS 20 II,Adox CMS 20 II,Ilfosol 3,1+14,20,6,6,6,20C,
Adox CMS 20 II,Adox CMS 20 II,Perceptol,stock,20,10,10,10,23C,"Data is taken from a previous version of this film, starting point time should be similar"
Adox CMS 20 II,Adox CMS 20 II,PMK,1+2+100,12,10,10,10,20C,High Contrast
Adox CMS 20 II,Adox CMS 20 II,POTA,stock,12,6.5,6.5,6.5,24C,Agitation: continuous (slow rhythm).
Adox CMS 20 II,Adox CMS 20 II,Rodinal,1+200,10,14-15,14-15,14-15,20C,Continuous Tone
Adox CMS 20 II,Adox CMS 20 II,Rodinal,1+100,20,18,18,18,20C,"Data is taken from a previous version of this film, starting point time should be similar"
Adox CMS 20 II,Adox CMS 20 II,Rollei Supergrain,1+14,12,10,10,10,20C,
Adox CMS 20 II,Adox CMS 20 II,Rollei Supergrain,1+24,12,11.5,11.5,11.5,23C,
Adox CMS 20 II,Adox CMS 20 II,Romek PQ9,1+53,25,33,33,33,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Adox CMS 20 II,Adox CMS 20 II,Spur Nanospeed,1+24,20,5.5,5.5,5.5,20C,"Data is taken from a previous version of this film, starting point time should be similar"
Adox CMS 20 II,Adox CMS 20 II,Spur Nanotech UR,1+14,8,9,9,9,20C,"Agitation: continuous first min, then 5 secs per min."
Adox CMS 20 II,Adox CMS 20 II,Spur Nanotech UR,1+20,12,12,12,12,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox CMS 20 II,Adox CMS 20 II,Spur Nanotech UR,1+24,20,8.5,8.5,8.5,24C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox CMS 20 II,Adox CMS 20 II,Spur Nanotech UR,1+20,25,10,10,10,28C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Adox CMS 20 II,Adox CMS 20 II,Spur Nanotech UR,1+20,32,15,15,15,30C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Adox CMS 20 II,Adox CMS 20 II,Spur Nanotech UR,1+14,40,15,15,15,30C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Adox CMS 20 II,Adox CMS 20 II,TMax Dev,1+4,20,5.5,5.5,5.5,22C,"Data is taken from a previous version of this film, starting point time should be similar"
Adox CMS 20 II,Adox CMS 20 II,XT-3,stock,20,6.5,6.5,6.5,20C,
Adox CMS 20 II,Adox CMS 20 II,Xtol,stock,20,6.5,6.5,6.5,20C,
Adox HR-50/IR-HR,Adox HR-50,510-Pyro,1+150,25,8.75,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox HR-50/IR-HR,Adox HR-50,510-Pyro,1+100,50,8.5,,,22C,
Adox HR-50/IR-HR,Adox HR-50,Adox HR-DEV,1+49,40,12,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox HR-50/IR-HR,Adox HR-50,Adox HR-DEV,1+49,50,11,,,22C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox HR-50/IR-HR,Adox HR-50,Adox HR-DEV,1+49,50,13,,,24C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Adox HR-50/IR-HR,Adox HR-50,Adox HR-DEV,1+49,80,13,,,22C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox HR-50/IR-HR,Adox HR-50,Atomal 49,stock,50,8.5,,,20C,
Adox HR-50/IR-HR,Adox HR-50,Eco Pro,1+1,50,9.5,,,20C,
Adox HR-50/IR-HR,Adox HR-50,FX-39,1+9,50,7.25,,,20C,
Adox HR-50/IR-HR,Adox HR-50,HC-110,H,50,9,,,20C,Dilution H is 1+63 from concentrate
Adox HR-50/IR-HR,Adox HR-50,Ilfotec DD-X,1+4,50,7.5,,,20C,
Adox HR-50/IR-HR,Adox HR-50,Ilfotec HC,1+31,50,4,,,20C,
Adox HR-50/IR-HR,Adox HR-50,Rodinal,1+25,50,5,,,20C,Presoak 3-5 minutes
Adox HR-50/IR-HR,Adox HR-50,Spur TRX 2000,1+49,40,12,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox HR-50/IR-HR,Adox HR-50,Spur TRX 2000,1+49,50,11,,,22C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox HR-50/IR-HR,Adox HR-50,Spur TRX 2000,1+49,50,13,,,24C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Adox HR-50/IR-HR,Adox HR-50,Spur TRX 2000,1+49,80,13,,,22C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox HR-50/IR-HR,Adox HR-50,XT-3,1+1,50,9.5,,,20C,
Adox HR-50/IR-HR,Adox HR-50,Xtol,1+1,50,9.5,,,20C,
Adox HR-50/IR-HR,Adox IR-HR Pro,Rodinal,1+25,25,8,,,20C,
Adox Ort 25,Adox ORT 25,D-76,stock,25,6,6,6,20C,
Adox Ort 25,Adox ORT 25,Eco Pro,stock,25,6,6,6,20C,
Adox Ort 25,Adox ORT 25,Finol,1+1+150,20,12.5,12.5,12.5,24C,
Adox Ort 25,Adox ORT 25,HC-110,B,25,3,3,3,25C,"Agitation: continuous first 30 secs, then 1 inversion every 30 secs."
Adox Ort 25,Adox ORT 25,ID-11,stock,25,6,6,6,20C,
Adox Ort 25,Adox ORT 25,Rodinal,1+25,25,4,4,4,20C,
Adox Ort 25,Adox ORT 25,Rodinal,1+50,25,5-6,5-6,5-6,20C,
Adox Ort 25,Adox ORT 25,Rodinal,1+50,25,10,10,10,21C,
Adox Ort 25,Adox ORT 25,Rollei RLS Low Speed,1+4,25,12,12,12,24C,
Adox Ort 25,Adox ORT 25,Silberra Ascorol,1+29,25,6,6,6,20C,
Adox Ort 25,Adox ORT 25,TMax Dev,1+4,25,9,9,9,20C,"Agitation: continuous first 30 secs, then 10 secs every 30 secs."
Adox Ort 25,Adox ORT 25,XT-3,stock,25,6,6,6,20C,
Adox Ort 25,Adox ORT 25,Xtol,stock,25,6,6,6,20C,
Adox Pan 25,Adox Pan 25,Acufine,stock,25,4,4,4,20C,
Adox Pan 25,Adox Pan 25,D-76,stock,25,5,5,5,20C,
Adox Pan 25,Adox Pan 25,Eco Pro,stock,25,6.5,6.5,6.5,20C,
Adox Pan 25,Adox Pan 25,FX-39,1+14,25,6,6,6,20C,
Adox Pan 25,Adox Pan 25,HC-110,B,25,5.5,5.5,5.5,20C,Dilution B is 1+31 from concentrate
Adox Pan 25,Adox Pan 25,HC-110,F,25,13.5,13.5,13.5,20C,Dilution F is 1+79 from concentrate
Adox Pan 25,Adox Pan 25,ID-11,stock,25,5,5,5,20C,
Adox Pan 25,Adox Pan 25,Neofin Blue,stock,25,12,12,12,20C,"Neofin Blue/Red stock is made by mixing the contents of the vial with water to make 500ml; these times are for the older version only (20ml,25ml or 30ml vials). The current version of Neofin Blue is packaged with 50ml vials and does not use the stock solution."
Adox Pan 25,Adox Pan 25,Perceptol,1+1,25,10,10,10,20C,Time for Jobo/rotary tube processor
Adox Pan 25,Adox Pan 25,Rodinal,1+25,25,6,6,6,20C,
Adox Pan 25,Adox Pan 25,Rodinal,1+50,25,11,11,11,20C,
Adox Pan 25,Adox Pan 25,Rodinal,1+100,25,20,20,20,20C,Add a pinch of sodium sulfite to water before adding developer
Adox Pan 25,Adox Pan 25,Rollei RLS Low Speed,1+4,25,10,10,10,24C,
Adox Pan 25,Adox Pan 25,Silberra Ascorol,1+29,25,5,5,5,20C,
Adox Pan 25,Adox Pan 25,Windisch,stock,25,5,5,5,20C,Time for Jobo/rotary tube processor
Adox Pan 25,Adox Pan 25,XT-3,stock,25,6.5,6.5,6.5,20C,
Adox Pan 25,Adox Pan 25,Xtol,stock,25,6.5,6.5,6.5,20C,
Adox Scala,Adox Scala 50,D-19,1+1,50,14,,,20C,for NEGATIVES from slide film
Adox Scala,Adox Scala 50,D-19,1+1,100,17,,,20C,for NEGATIVES from slide film
Adox Silvermax,Adox Silvermax,510-Pyro,1+100,50,15.25,,,20C,"Semi-stand development: continuous agitation 60 secs, then once every 10 mins"
Adox Silvermax,Adox Silvermax,Acufine,stock,80,3.5,,,24C,
Adox Silvermax,Adox Silvermax,Acurol-N,1+50,50,10,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox Silvermax,Adox Silvermax,Adox HR-DEV,1+30,200,15,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Adox Silvermax,Adox Silvermax,ADX II,1+24,100,10,,,20C,
Adox Silvermax,Adox Silvermax,Atomal 49,stock,100,8-10,,,20C,
Adox Silvermax,Adox Silvermax,Atomal 49,1+1,100,12,,,22C,
Adox Silvermax,Adox Silvermax,Bellini DF2 Duo Step,stock,80,4+4,,,21C,
Adox Silvermax,Adox Silvermax,Bellini DF2 Duo Step,stock,100,4+4,,,20C,
Adox Silvermax,Adox Silvermax,Caffenol Concoction,stock,100,15,,,20C,
Adox Silvermax,Adox Silvermax,D-76,stock,100,9,,,20C,
Adox Silvermax,Adox Silvermax,D-76,1+1,100,11,,,20C,
Adox Silvermax,Adox Silvermax,Diafine,stock,80,4+4,,,21C,
Adox Silvermax,Adox Silvermax,Diafine,stock,100,4+4,,,20C,
Adox Silvermax,Adox Silvermax,Eco Pro,stock,100,7,,,20C,
Adox Silvermax,Adox Silvermax,FX-39,1+9,100,8,,,20C,
Adox Silvermax,Adox Silvermax,HC-110,B,100,7,,,20C,Dilution B is 1+31 from concentrate
Adox Silvermax,Adox Silvermax,HC-110,B,200,12,,,21C,Dilution B is 1+31 from concentrate
Adox Silvermax,Adox Silvermax,ID-11,stock,100,9,,,20C,
Adox Silvermax,Adox Silvermax,ID-11,1+1,100,11,,,20C,
Adox Silvermax,Adox Silvermax,Ilfosol 3,1+14,100,8.75,,,20C,
Adox Silvermax,Adox Silvermax,Microphen,stock,100,9,,,20C,
Adox Silvermax,Adox Silvermax,Neofin Blue,1+5,100,12,,,20C,
Adox Silvermax,Adox Silvermax,Neofin Blue,1+9,100,20,,,20C,
Adox Silvermax,Adox Silvermax,Paranol S,1+25,100,13,,,20C,
Adox Silvermax,Adox Silvermax,Paranol S,1+50,100,30,,,20C,
Adox Silvermax,Adox Silvermax,Parvofin,stock,100,6.25,,,20C,
Adox Silvermax,Adox Silvermax,Pyrocat,1+1+100,160,18,,,24C,Agitation: 1 inversion every 2-3 mins.
Adox Silvermax,Adox Silvermax,Rodinal,1+50,50,17,,,25C,
Adox Silvermax,Adox Silvermax,Rodinal,1+50,80,14,,,21C,"Agitation: continuous first 30 secs, then 1-2 inversions every 3-4 mins."
Adox Silvermax,Adox Silvermax,Rodinal,1+25,100,8,,,20C,
Adox Silvermax,Adox Silvermax,Rodinal,1+50,100,12,,,20C,
Adox Silvermax,Adox Silvermax,Rodinal,1+100,100,18,,,21C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox Silvermax,Adox Silvermax,Rodinal,1+100,100,70,,,19C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Adox Silvermax,Adox Silvermax,Romek PQ9,1+9,100,10,,,20C,"Agitation: continuous first 30 secs, then 5 secs every 30 secs."
Adox Silvermax,Adox Silvermax,Silberra Ascorol,1+29,100,9,,,20C,
Adox Silvermax,Adox Silvermax,Silvermax,1+19,50,9,,,20C,
Adox Silvermax,Adox Silvermax,Silvermax,1+56,50,20,,,20C,
Adox Silvermax,Adox Silvermax,Silvermax,1+56,80,24,,,20C,Same time applies across ASA/ISO range
Adox Silvermax,Adox Silvermax,Silvermax,1+100,80,70,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
Adox Silvermax,Adox Silvermax,Silvermax,1+29,100,11,,,20C,
Adox Silvermax,Adox Silvermax,Silvermax,1+56,160,24,,,20C,Same time applies across ASA/ISO range
Adox Silvermax,Adox Silvermax,Silvermax,1+29,400,14,,,20C,
Adox Silvermax,Adox Silvermax,Spur HRX,1+20,50,10,,,20C,
Adox Silvermax,Adox Silvermax,Spur SLD,1+20,100,11,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox Silvermax,Adox Silvermax,Spur SLD,1+9,200,13,,,24C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox Silvermax,Adox Silvermax,Spur Speed-Major,1+24,100,10,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox Silvermax,Adox Silvermax,Spur Speed-Major,1+30,100,9,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
Adox Silvermax,Adox Silvermax,Spur Speed-Major,1+14,200,13,,,20C,
Adox Silvermax,Adox Silvermax,Spur Speed-Major,1+9,320,15,,,20C,
Adox Silvermax,Adox Silvermax,Spur TRX 2000,1+30,200,15,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions every 2 mins."
Adox Silvermax,Adox Silvermax,Spur UFP,1+30,40,8,,,20C,
Adox Silvermax,Adox Silvermax,TMax Dev,1+4,100,6,,,20C,
Adox Silvermax,Adox Silvermax,TMax Dev,1+7,100,8.5,,,20C,
Adox Silvermax,Adox Silvermax,Ultrafin T-Plus,1+4,100,8.75,,,20C,
Adox Silvermax,Adox Silvermax,XT-3,stock,100,7,,,20C,
Adox Silvermax,Adox Silvermax,Xtol,stock,100,7,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,510-Pyro,1+100,100,11.75,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,510-Pyro,1+100,100,15,,,20C,"Semi-stand development: continuous agitation 60 secs, then once every 10 mins"
AgfaPhoto APX 100,AgfaPhoto APX 100,510-Pyro,1+300,100,20,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
AgfaPhoto APX 100,AgfaPhoto APX 100,510-Pyro,1+100,200,15,,,21C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Acurol-N,1+70,64,10,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
AgfaPhoto APX 100,AgfaPhoto APX 100,Acurol-N,1+70,100,11,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
AgfaPhoto APX 100,AgfaPhoto APX 100,Adox HR-DEV,1+35,160,10,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
AgfaPhoto APX 100,AgfaPhoto APX 100,ADX II,1+24,100,6,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ars-Imago FD,1+59,50,4.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ars-Imago FD,1+59,100,5.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ars-Imago FD,1+59,200,8,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ars-Imago FE,1+1,50,6.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ars-Imago FE,1+1,100,8,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Atomal 49,stock,100,9.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Atomal 49,1+2,100,22,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Bellini Hydrofen,1+15,100,4,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Bellini Hydrofen,1+31,100,7.75,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Bellini Hydrofen,1+28,400,17,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Caffenol C,stock,100,10,,,18C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Caffenol C-L,stock,100,70,,,20C,"Stand development: agitate for first minute only, then allow to stand undisturbed"
AgfaPhoto APX 100,AgfaPhoto APX 100,Caffenol C-M (rs),stock,100,10,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,D-76,stock,50,7,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,D-76,1+1,50,8.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,D-76,1+3,50,17.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,D-76,stock,100,9,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,D-76,1+1,100,11.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,D-76,1+3,100,21,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,D-76,stock,200,11,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,D-76,1+1,200,15.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Eco Pro,stock,50,6.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Eco Pro,1+1,50,8.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Eco Pro,stock,100,8,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Eco Pro,1+1,100,10,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Foma Universal,1+3,100,6,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Fomadon R09,1+100,100,64,,,20C,"Semi-stand development: continuous agitation 30-60 secs, then 1-3 times during remainder of development"
AgfaPhoto APX 100,AgfaPhoto APX 100,FX-2,1+1+8,64,10,,,20C,"Agitation: continuous first min, then 5 secs per min."
AgfaPhoto APX 100,AgfaPhoto APX 100,FX-39,1+9,100,8,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,FX-55,1+9,100,9,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,HC-110,B,100,7.5,,,20C,Dilution B is 1+31 from concentrate
AgfaPhoto APX 100,AgfaPhoto APX 100,HC-110,B,200,10,,,20C,Dilution B is 1+31 from concentrate
AgfaPhoto APX 100,AgfaPhoto APX 100,HC-110,B,400,15,,,20C,"Agitation: continuous first 30 secs, then 1-2 inversions per min."
AgfaPhoto APX 100,AgfaPhoto APX 100,HC-110,B,800,30,,,20C,High Contrast
AgfaPhoto APX 100,AgfaPhoto APX 100,ID-11,stock,50,7,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,ID-11,1+1,50,8.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,ID-11,1+3,50,17.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,ID-11,stock,100,9,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,ID-11,1+1,100,11.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,ID-11,1+3,100,21,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,ID-11,stock,200,11,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,ID-11,1+1,200,15.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfosol 3,1+9,100,5.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfosol 3,1+14,100,7.75,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec DD,1+4,50,7.5,,,24C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec DD,1+4,100,9,,,24C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec DD,1+4,200,12,,,24C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec DD-X,1+4,50,8.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec DD-X,1+4,100,10.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec DD-X,1+4,200,12.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec HC,1+31,50,5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec HC,1+15,100,4,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec HC,1+31,100,6.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec HC,1+15,200,5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec HC,1+31,200,8,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec LC29,1+19,50,5.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec LC29,1+29,50,7.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec LC29,1+9,100,4,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec LC29,1+19,100,7,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec LC29,1+29,100,11,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec LC29,1+9,200,5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Ilfotec LC29,1+19,200,8,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Microphen,stock,100,8.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Microphen,1+1,100,10.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Microphen,1+3,100,14.5,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Microphen,stock,200,9,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Microphen,1+1,200,14,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Mikratol-2,1+50,100,18,,,20C,"Agitation: continuous first 30 secs, then 10 secs every 3-5 mins."
AgfaPhoto APX 100,AgfaPhoto APX 100,Neofin Blue,1+5,100,10,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Neofin Blue,1+9,100,15,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Paranol S,1+25,100,11,,,20C,
AgfaPhoto APX 100,AgfaPhoto APX 100,Paranol S,1+50,100,22,,,20C,
